,LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,LicenseFee,CertificateNumber,LicenseStatus,LicenseeFirstName,LicenseeLastName,TradeName,CorpName,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,Location 1,Latitude,Longitude
77,LB,BWL,129,05/01/2015,04/30/2016,2015,$2320.00,658,Renewed,JULIETTE,MOSTELLER,ANGELS EVENT CENTER,"COZY CASTLES, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1810 CHERRY HILL ROAD,21230,"1810 CHERRY HILL ROAD
21230
(39.25730180800008, -76.63296437099996)",39.257301808,-76.632964371
78,LBD7,BWL,148,05/01/2015,04/30/2016,2015,$1320.00,411,Renewed,KURT X.,BRAGUNIER,ANNABEL LEE TAVERN,"KURT'S PLACE, LLC",Tavern,7 days,"Beer, Wine, & Liquor",601 CLINTON STREET SOUTH,21224,"601 CLINTON STREET SOUTH
21224
(39.28537254500003, -76.56985504799997)",39.285372545,-76.569855048
79,LD,BWL,3,05/01/2015,04/30/2016,2015,$825.00,54,Renewed,JA IN,KOO,APACHE LOUNGE,"JASOON, INC.",Tavern,6 days,"Beer, Wine, & Liquor",1644 MILTON AVENUE NORTH,21213,"1644 MILTON AVENUE NORTH
21213
(39.309414728000036, -76.58297097199994)",39.309414728,-76.582970972
80,LD,BWL,3,05/01/2015,04/30/2016,2015,$825.00,54,Renewed,SOON IL,KOO,APACHE LOUNGE,"JASOON, INC.",Tavern,6 days,"Beer, Wine, & Liquor",1644 MILTON AVENUE NORTH,21213,"1644 MILTON AVENUE NORTH
21213
(39.309414728000036, -76.58297097199994)",39.309414728,-76.582970972
81,LC,BWL,1,05/01/2015,04/30/2016,2015,$550.00,30,Renewed,MARLIN B.,JOHNSON,APOLLO'S SOCIAL & DEMOCRATIC CLUB,"APOLLO'S SOCIAL & DEMOCRATIC CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",1021 LUZERNE AVENUE NORTH,21205,"1021 LUZERNE AVENUE NORTH
21205
(39.30341267000006, -76.58113473499998)",39.30341267,-76.581134735
82,LC,BWL,1,05/01/2015,04/30/2016,2015,$550.00,30,Renewed,REGINALD,"BENNETT, SR.",APOLLO'S SOCIAL & DEMOCRATIC CLUB,"APOLLO'S SOCIAL & DEMOCRATIC CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",1021 LUZERNE AVENUE NORTH,21205,"1021 LUZERNE AVENUE NORTH
21205
(39.30341267000006, -76.58113473499998)",39.30341267,-76.581134735
83,LA,BWL,55,05/01/2015,04/30/2016,2015,$858.00,225,Renewed,DENNIS E.,EVERETTE,APPLE TREE LIQUORS,"PATTERSON WINE & SPIRITS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",4159 PATTERSON AVENUE,21215,"4159 PATTERSON AVENUE
21215
(39.35518564800003, -76.70349376899998)",39.355185648,-76.703493769
84,LA,BWL,55,05/01/2015,04/30/2016,2015,$858.00,225,Renewed,DOEWON,YI,APPLE TREE LIQUORS,"PATTERSON WINE & SPIRITS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",4159 PATTERSON AVENUE,21215,"4159 PATTERSON AVENUE
21215
(39.35518564800003, -76.70349376899998)",39.355185648,-76.703493769
85,LB,BWL,82,05/01/2015,04/30/2016,2015,$1800.00,436,Renewed,DOROTHEA,LOCCO,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,"BALTIMORE ROSE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",6798 REISTERSTOWN ROAD,21215,"6798 REISTERSTOWN ROAD
21215
(39.35937924500007, -76.70664788699997)",39.359379245,-76.706647887
86,LB,BWL,82,05/01/2015,04/30/2016,2015,$1800.00,436,Renewed,JASON H.,ROSE,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,"BALTIMORE ROSE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",6798 REISTERSTOWN ROAD,21215,"6798 REISTERSTOWN ROAD
21215
(39.35937924500007, -76.70664788699997)",39.359379245,-76.706647887
87,LB,BWL,82,05/01/2015,04/30/2016,2015,$1800.00,436,Renewed,JOHN,GABURICK,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,"BALTIMORE ROSE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",6798 REISTERSTOWN ROAD,21215,"6798 REISTERSTOWN ROAD
21215
(39.35937924500007, -76.70664788699997)",39.359379245,-76.706647887
88,LC,BWL,25,05/01/2015,04/30/2016,2015,$550.00,575,Renewed,KALEB,TSHAMBA,ARCH SOCIAL CLUB,"ARCH SOCIAL CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",2426 PENNSYLVANIA AVENUE,21217,"2426 PENNSYLVANIA AVENUE
21217
(39.30990808200005, -76.64234048799995)",39.309908082,-76.642340488
89,LC,BWL,25,05/01/2015,04/30/2016,2015,$550.00,575,Renewed,MELVIN,HORTON,ARCH SOCIAL CLUB,"ARCH SOCIAL CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",2426 PENNSYLVANIA AVENUE,21217,"2426 PENNSYLVANIA AVENUE
21217
(39.30990808200005, -76.64234048799995)",39.309908082,-76.642340488
90,LC,BWL,25,05/01/2015,04/30/2016,2015,$550.00,575,Renewed,VAN,ANDERSON,ARCH SOCIAL CLUB,"ARCH SOCIAL CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",2426 PENNSYLVANIA AVENUE,21217,"2426 PENNSYLVANIA AVENUE
21217
(39.30990808200005, -76.64234048799995)",39.309908082,-76.642340488
91,LBD7,BWL,369,05/01/2015,04/30/2016,2015,$1320.00,1024,Renewed,NICOLAS H.,RAMOS,ARCOS RESTAURANT,,Tavern,7 days,"Beer, Wine, & Liquor",129 BROADWAY SOUTH,21231,"129 BROADWAY SOUTH
21231
(39.28947236400006, -76.59359550999994)",39.289472364,-76.59359551
92,LD,BWL,42,05/01/2015,04/30/2016,2015,$825.00,828,Renewed,JOSE J.,MORALES,ARIZONA BAR & GRILL RESTAURANT,"ARIZONA BAR & GRILL, INC.",Tavern,6 days,"Beer, Wine, & Liquor",25 BROADWAY SOUTH,21231,"25 BROADWAY SOUTH
21231
(39.29049213400003, -76.59365542899997)",39.290492134,-76.593655429
93,WA,BW,12,05/01/2015,04/30/2016,2015,$110.00,257,Renewed,BONG SOO,JOO,ARNOLD CARRY OUT,"JOO & PEANG CORPORATION, INC.",Package goods only,6 days,Beer & Light Wine,2719 MONUMENT STREET EAST,21205,"2719 MONUMENT STREET EAST
21205
(39.29894296800006, -76.57883938899994)",39.298942968,-76.578839389
94,LB,BWL,72,05/01/2015,04/30/2016,2015,$1320.00,401,Renewed,DAVID S.,GJERDE,ARTIFACT COFFEE,"ARTIFACT, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1500 UNION AVE,21211,"1500 UNION AVE
21211
(39.33207798400008, -76.64089437399997)",39.332077984,-76.640894374
95,WD,BW,28,05/01/2015,04/30/2016,2015,$165.00,801,Renewed,IRINA MERCEDES,GOMEZ,"ASADITO'S LOUNGE, LLC",ASADITO'S LOUNGE,Tavern License,7 days,Beer & Light Wine,4701-03 EASTERN AVENUE,21224,"4701-03 EASTERN AVENUE
21224
(39.28702276800004, -76.55645088699998)",39.287022768,-76.556450887
96,WD,BW,28,05/01/2015,04/30/2016,2015,$165.00,801,Renewed,SANTOS FRANCISA,ALVARADO,"ASADITO'S LOUNGE, LLC",ASADITO'S LOUNGE,Tavern License,7 days,Beer & Light Wine,4701-03 EASTERN AVENUE,21224,"4701-03 EASTERN AVENUE
21224
(39.28702276800004, -76.55645088699998)",39.287022768,-76.556450887
97,LB,BWL,7,05/01/2015,04/30/2016,2015,$1320.00,34,Renewed,MING ,ZHENG,ASIAN TASTE,ASIAN TASTE RESTAURANT INC.,Restaurant,7 days,"Beer, Wine, & Liquor",916 36TH STREET WEST,21211,"916 36TH STREET WEST
21211
(39.331165285000054, -76.63154876299996)",39.331165285,-76.631548763
98,WA,BW,18,05/01/2015,04/30/2016,2015,$610.00,456,Renewed,HEIDI,GREEN,ATLANTIC CATERERS,"ATLANTIC CATERERS, INC.",Package goods only,6 days,Beer & Light Wine,4507-09 HARFORD ROAD,21214,"4507-09 HARFORD ROAD
21214
(39.340705666000076, -76.57168893499994)",39.340705666,-76.571688935
99,WA,BW,18,05/01/2015,04/30/2016,2015,$610.00,456,Renewed,KARL J.,FREVEL,ATLANTIC CATERERS,"ATLANTIC CATERERS, INC.",Package goods only,6 days,Beer & Light Wine,4507-09 HARFORD ROAD,21214,"4507-09 HARFORD ROAD
21214
(39.340705666000076, -76.57168893499994)",39.340705666,-76.571688935
100,WA,BW,18,05/01/2015,04/30/2016,2015,$610.00,456,Renewed,KURT L.,"FREVEL, SR.",ATLANTIC CATERERS,"ATLANTIC CATERERS, INC.",Package goods only,6 days,Beer & Light Wine,4507-09 HARFORD ROAD,21214,"4507-09 HARFORD ROAD
21214
(39.340705666000076, -76.57168893499994)",39.340705666,-76.571688935
101,WB,BW,7,05/01/2015,04/30/2016,2015,$165.00,391,Renewed,JOSEPH BENSON,RAY III,ATOMIC BOOKS,WUNDERPANTS PRODUCTIONS INC.,Restaurant License,7 days,Beer & Light Wine,3616-20 FALLS ROAD,21211,"3616-20 FALLS ROAD
21211
(39.33129752200006, -76.63506554299994)",39.331297522,-76.635065543
102,WB,BW,7,05/01/2015,04/30/2016,2015,$165.00,391,Renewed,LISA,HARBIN,ATOMIC BOOKS,WUNDERPANTS PRODUCTIONS INC.,Restaurant License,7 days,Beer & Light Wine,3616-20 FALLS ROAD,21211,"3616-20 FALLS ROAD
21211
(39.33129752200006, -76.63506554299994)",39.331297522,-76.635065543
103,LB,BWL,66,05/01/2015,04/30/2016,2015,$1320.00,378,Renewed,ALEC,ALBRECHT,ATWATER'S,"WELLFOOD, LLC",Restaurant,7 days,"Beer, Wine, & Liquor","855 WOLFE STREET NORTH, SUITE A",21205,"855 WOLFE STREET NORTH, SUITE A
21205
(39.29987286000005, -76.59093489099996)",39.29987286,-76.590934891
104,LB,BWL,66,05/01/2015,04/30/2016,2015,$1320.00,378,Renewed,EDWARD,ATWATER,ATWATER'S,"WELLFOOD, LLC",Restaurant,7 days,"Beer, Wine, & Liquor","855 WOLFE STREET NORTH, SUITE A",21205,"855 WOLFE STREET NORTH, SUITE A
21205
(39.29987286000005, -76.59093489099996)",39.29987286,-76.590934891
105,LB,BWL,94,05/01/2015,04/30/2016,2015,$1320.00,461,Renewed,CAITLIN ,WHITNEY-GALLAGHER,ATWATER'S,"BREAD & BUTTER, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",529 BELVEDERE AVENUE EAST,21212,"529 BELVEDERE AVENUE EAST
21212
(39.36411763900003, -76.60959742099999)",39.364117639,-76.609597421
106,LB,BWL,94,05/01/2015,04/30/2016,2015,$1320.00,461,Renewed,EDWARD,ATWATER,ATWATER'S,"BREAD & BUTTER, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",529 BELVEDERE AVENUE EAST,21212,"529 BELVEDERE AVENUE EAST
21212
(39.36411763900003, -76.60959742099999)",39.364117639,-76.609597421
107,LB,BWL,194,05/01/2015,04/30/2016,2015,$1320.00,902,Renewed,EDWARD,ATWATER,ATWATER'S,"ATWATER'S CAFE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",3601 BOSTON STREET,21224,"3601 BOSTON STREET
21224
(39.27710997500003, -76.56641103999993)",39.277109975,-76.56641104
108,LB,BWL,194,05/01/2015,04/30/2016,2015,$1320.00,902,Renewed,PAUL,ANDERSON,ATWATER'S,"ATWATER'S CAFE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",3601 BOSTON STREET,21224,"3601 BOSTON STREET
21224
(39.27710997500003, -76.56641103999993)",39.277109975,-76.56641104
109,WD,BW,43,05/01/2015,04/30/2016,2015,$165.00,1251,Renewed,ALEMAYEHU,DESTA,"AVENUE GROCERY BEER & WINE, LLC",AVENUE GROCERY BEER & WINE,Tavern License,7 days,Beer & Light Wine,2327 PENNSYLVANIA AVENUE,21217,"2327 PENNSYLVANIA AVENUE
21217
(39.309084201000076, -76.64128154099996)",39.309084201,-76.641281541
110,WD,BW,43,05/01/2015,04/30/2016,2015,$165.00,1251,Renewed,TSGAKRSTOS,DAFLA,"AVENUE GROCERY BEER & WINE, LLC",AVENUE GROCERY BEER & WINE,Tavern License,7 days,Beer & Light Wine,2327 PENNSYLVANIA AVENUE,21217,"2327 PENNSYLVANIA AVENUE
21217
(39.309084201000076, -76.64128154099996)",39.309084201,-76.641281541
111,LBD7,BWL,400,05/01/2015,04/30/2016,2015,$1320.00,1154,Renewed,SANG KIL,AHN,AVENUE LIQUOR & BAR,,Tavern,7 days,"Beer, Wine, & Liquor",1238 GREENMOUNT AVENUE,21202,"1238 GREENMOUNT AVENUE
21202
(39.30473088000008, -76.60819376799998)",39.30473088,-76.608193768
112,LBD7,BWL,400,05/01/2015,04/30/2016,2015,$1320.00,1154,Renewed,SANG KYU,AHN,AVENUE LIQUOR & BAR,,Tavern,7 days,"Beer, Wine, & Liquor",1238 GREENMOUNT AVENUE,21202,"1238 GREENMOUNT AVENUE
21202
(39.30473088000008, -76.60819376799998)",39.30473088,-76.608193768
113,LB,BWL,286,05/01/2015,04/30/2016,2015,$1320.00,1136,Renewed,ALEXANDER,SMTH,AZUMI,PROMENADE VENTURES LLC,Restaurant,7 days,"Beer, Wine, & Liquor",200 INTERNATIONAL DRIVE,21202,"200 INTERNATIONAL DRIVE
21202
(39.28266564900008, -76.60198015299994)",39.282665649,-76.601980153
114,WD,BW,41,05/01/2015,04/30/2016,2015,$165.00,1217,Renewed,PATRICIA M.,KARZAI,B,"CAFE AT 1501BOLTON, INC.",Tavern License,7 days,Beer & Light Wine,1501 BOLTON STREET,21217,"1501 BOLTON STREET
21217
(39.30697322000003, -76.62601150199998)",39.30697322,-76.626011502
115,LA,BWL,99,05/01/2015,04/30/2016,2015,$858.00,416,Renewed,BONG SU,OH,B & J LIQUOR STORE,"JASON OH, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1801 FEDERAL STREET EAST,21213,"1801 FEDERAL STREET EAST
21213
(39.308593329000075, -76.59266907499995)",39.308593329,-76.592669075
116,LA,BWL,99,05/01/2015,04/30/2016,2015,$858.00,416,Renewed,TAE KUN,OH,B & J LIQUOR STORE,"JASON OH, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1801 FEDERAL STREET EAST,21213,"1801 FEDERAL STREET EAST
21213
(39.308593329000075, -76.59266907499995)",39.308593329,-76.592669075
117,LA,BWL,77,05/01/2015,04/30/2016,2015,$858.00,323,Renewed,JONG MYUN,PARK,B&G CUTRATE,"B & G LIQUOR, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1538 BALTIMORE STREET WEST,21223,"1538 BALTIMORE STREET WEST
21223
(39.28840765600006, -76.64222180299998)",39.288407656,-76.642221803
118,LA,BWL,77,05/01/2015,04/30/2016,2015,$858.00,323,Renewed,MIN YONG,JUNG,B&G CUTRATE,"B & G LIQUOR, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1538 BALTIMORE STREET WEST,21223,"1538 BALTIMORE STREET WEST
21223
(39.28840765600006, -76.64222180299998)",39.288407656,-76.642221803
119,LBD7,BWL,108,05/01/2015,04/30/2016,2015,$1320.00,301,Renewed,HAENG HYUN,KIM,B&O CAFE,"SAMSUNG LIQUORS, INC.",Tavern,7 days,"Beer, Wine, & Liquor",1301-03 PRATT STREET WEST,21223,"1301-03 PRATT STREET WEST
21223
(39.28554170600006, -76.63805979399996)",39.285541706,-76.638059794
120,LB,BWL,86,05/01/2015,04/30/2016,2015,$1320.00,445,Renewed,CHARLIE,CHANG,B1 RESTAURANT,"B1 RESTAURANT, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",2016 MARYLAND AVENUE,21218,"2016 MARYLAND AVENUE
21218
(39.31241808600004, -76.61801936999996)",39.312418086,-76.61801937
121,LBD7,BWL,374,05/01/2015,04/30/2016,2015,$1320.00,1045,Renewed,SEON JOO,LEE  S.S.,BACCHUS BAR & LIQUORS,"BACCHUS BAR & LIQUORS, INC.",Tavern,7 days,"Beer, Wine, & Liquor",1220 NORTH AVENUE WEST,21217,"1220 NORTH AVENUE WEST
21217
(39.31028833500005, -76.63786156799995)",39.310288335,-76.637861568
122,LBD7,BWL,74,05/01/2015,04/30/2016,2015,$1320.00,215,Renewed,BARBARA,HEAVEL,BACKSTRETCH,B.M.H. CORPORATION,Tavern,7 days,"Beer, Wine, & Liquor",1301 OLD COLDSPRING LANE WEST,21209,"1301 OLD COLDSPRING LANE WEST
21209
(39.34341298000004, -76.64139561699994)",39.34341298,-76.641395617
123,LBD7,BWL,294,05/01/2015,04/30/2016,2015,$1320.00,796,Renewed,JOHN,REUSING,BAD DECISIONS,"BAD DECISIONS, INC.",Tavern,7 days,"Beer, Wine, & Liquor",1928 FLEET STREET,21231,"1928 FLEET STREET
21231
(39.28476759800003, -76.58887115499994)",39.284767598,-76.588871155
124,LB,BWL,175,05/01/2015,04/30/2016,2015,$1520.00,836,Renewed,BLAKE E.,SMITH,BAGBY PIZZA COMPANY & TEN TEN,"BAGBY'S BISTRO, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1006-10 FLEET STREET,21202,"1006-10 FLEET STREET
21202
(39.28427674000005, -76.60011495999998)",39.28427674,-76.60011496
125,LB,BWL,175,05/01/2015,04/30/2016,2015,$1520.00,836,Renewed,DAVID D.,SMITH,BAGBY PIZZA COMPANY & TEN TEN,"BAGBY'S BISTRO, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1006-10 FLEET STREET,21202,"1006-10 FLEET STREET
21202
(39.28427674000005, -76.60011495999998)",39.28427674,-76.60011496
126,LC,BWL,31,05/01/2015,04/30/2016,2015,$550.00,600,Renewed,JAMES E.,JOHNSON,BALTIMORE ALUMNI ASSOCIATION,"ALPHA PHI OMEGA, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",4500 GARRISON BOULEVARD,21215,"4500 GARRISON BOULEVARD
21215
(39.33789124600003, -76.68477556999994)",39.337891246,-76.68477557
127,LC,BWL,31,05/01/2015,04/30/2016,2015,$550.00,600,Renewed,MICHAEL,BAILEY,BALTIMORE ALUMNI ASSOCIATION,"ALPHA PHI OMEGA, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",4500 GARRISON BOULEVARD,21215,"4500 GARRISON BOULEVARD
21215
(39.33789124600003, -76.68477556999994)",39.337891246,-76.68477557
128,LC,BWL,31,05/01/2015,04/30/2016,2015,$550.00,600,Renewed,WILLIAM C,HUTCHINS,BALTIMORE ALUMNI ASSOCIATION,"ALPHA PHI OMEGA, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",4500 GARRISON BOULEVARD,21215,"4500 GARRISON BOULEVARD
21215
(39.33789124600003, -76.68477556999994)",39.337891246,-76.68477557
129,LBAL,BWL,1,05/01/2015,04/30/2016,2015,$12000.00,370,Renewed,DARREN S.,HUBBARD,BALTIMORE CONVENTION CENTER,"V.S.I. OF MARYLAND, INC.",Arena,7 days,"Beer, Wine, & Liquor",1-3 PRATT STREET WEST,21201,"1-3 PRATT STREET WEST
21201
(39.286457933000065, -76.61533611199997)",39.286457933,-76.615336112
130,LBAL,BWL,1,05/01/2015,04/30/2016,2015,$12000.00,370,Renewed,NICHOLAS,BIELLO,BALTIMORE CONVENTION CENTER,"V.S.I. OF MARYLAND, INC.",Arena,7 days,"Beer, Wine, & Liquor",1-3 PRATT STREET WEST,21201,"1-3 PRATT STREET WEST
21201
(39.286457933000065, -76.61533611199997)",39.286457933,-76.615336112
131,LC,BWL,2,05/01/2015,04/30/2016,2015,$550.00,51,Renewed,JOHN ,VONEIFF,BALTIMORE COUNTRY CLUB,BALTIMORE COUNTRY CLUB OF BALTIMORE CITY,Non-Profits only,7 days,"Beer, Wine, & Liquor",4712 CLUB ROAD,21210,"4712 CLUB ROAD
21210
(39.35010773800008, -76.63813811599994)",39.350107738,-76.638138116
132,LC,BWL,2,05/01/2015,04/30/2016,2015,$550.00,51,Renewed,MICHAEL R.,STOTT,BALTIMORE COUNTRY CLUB,BALTIMORE COUNTRY CLUB OF BALTIMORE CITY,Non-Profits only,7 days,"Beer, Wine, & Liquor",4712 CLUB ROAD,21210,"4712 CLUB ROAD
21210
(39.35010773800008, -76.63813811599994)",39.350107738,-76.638138116
133,LC,BWL,2,05/01/2015,04/30/2016,2015,$550.00,51,Renewed,RYAN,GRANRUTH,BALTIMORE COUNTRY CLUB,BALTIMORE COUNTRY CLUB OF BALTIMORE CITY,Non-Profits only,7 days,"Beer, Wine, & Liquor",4712 CLUB ROAD,21210,"4712 CLUB ROAD
21210
(39.35010773800008, -76.63813811599994)",39.350107738,-76.638138116
134,LC,BWL,27,05/01/2015,04/30/2016,2015,$550.00,581,Renewed,LEA,KIIK,BALTIMORE ESTONIAN HOUSE,"BALTIMORE ESTONIAN SOCIETY, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",1932 BELAIR ROAD,21213,"1932 BELAIR ROAD
21213
(39.31321282600004, -76.58333098399999)",39.313212826,-76.583330984
135,LC,BWL,27,05/01/2015,04/30/2016,2015,$550.00,581,Renewed,MARET,POLDMAE,BALTIMORE ESTONIAN HOUSE,"BALTIMORE ESTONIAN SOCIETY, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",1932 BELAIR ROAD,21213,"1932 BELAIR ROAD
21213
(39.31321282600004, -76.58333098399999)",39.313212826,-76.583330984
136,LC,BWL,27,05/01/2015,04/30/2016,2015,$550.00,581,Renewed,PEETER,KIIK,BALTIMORE ESTONIAN HOUSE,"BALTIMORE ESTONIAN SOCIETY, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",1932 BELAIR ROAD,21213,"1932 BELAIR ROAD
21213
(39.31321282600004, -76.58333098399999)",39.313212826,-76.583330984
137,LC,BWL,47,05/01/2015,04/30/2016,2015,$550.00,996,Renewed,JOHN P.,BURKE,"BALTIMORE FIRE FIGHTERS, LOCAL 734",,Non-Profits only,7 days,"Beer, Wine, & Liquor",1202 RIDGELY STREET,21230,"1202 RIDGELY STREET
21230
(39.27754275700005, -76.62653413799995)",39.277542757,-76.626534138
138,LC,BWL,47,05/01/2015,04/30/2016,2015,$550.00,996,Renewed,LORI,UNDERWOOD-GARRETT,"BALTIMORE FIRE FIGHTERS, LOCAL 734",,Non-Profits only,7 days,"Beer, Wine, & Liquor",1202 RIDGELY STREET,21230,"1202 RIDGELY STREET
21230
(39.27754275700005, -76.62653413799995)",39.277542757,-76.626534138
139,LC,BWL,47,05/01/2015,04/30/2016,2015,$550.00,996,Renewed,RUSSELL,LICHTENBERG,"BALTIMORE FIRE FIGHTERS, LOCAL 734",,Non-Profits only,7 days,"Beer, Wine, & Liquor",1202 RIDGELY STREET,21230,"1202 RIDGELY STREET
21230
(39.27754275700005, -76.62653413799995)",39.277542757,-76.626534138
140,LBD7,BWL,54,05/01/2015,04/30/2016,2015,$1320.00,139,Renewed,DAN,NAOR,BALTIMORE MARINE CENTER,"BALTIMORE MARINE CENTER, LLC",Tavern,7 days,"Beer, Wine, & Liquor",2701 BOSTON STREET,21224,"2701 BOSTON STREET
21224
(39.27944919000004, -76.57851459199998)",39.27944919,-76.578514592
141,LBHM,BWL,5,05/01/2015,04/30/2016,2015,$7200.00,354,Renewed,JORDAN M.,SPILKER,BALTIMORE MARRIOTT WATERFRONT HOTEL,"MARRIOTT HOTEL SERVICES, INC.",Hotel/Motel,7 days,"Beer, Wine, & Liquor",700 ALICEANNA STREET,21202,"700 ALICEANNA STREET
21202
(39.28305761100006, -76.60243581599997)",39.283057611,-76.602435816
142,LBHM,BWL,5,05/01/2015,04/30/2016,2015,$7200.00,354,Renewed,MARGERY,BRENEMAN,BALTIMORE MARRIOTT WATERFRONT HOTEL,"MARRIOTT HOTEL SERVICES, INC.",Hotel/Motel,7 days,"Beer, Wine, & Liquor",700 ALICEANNA STREET,21202,"700 ALICEANNA STREET
21202
(39.28305761100006, -76.60243581599997)",39.283057611,-76.602435816
143,LBHM,BWL,5,05/01/2015,04/30/2016,2015,$7200.00,354,Renewed,ROBERT J.,MALLAK,BALTIMORE MARRIOTT WATERFRONT HOTEL,"MARRIOTT HOTEL SERVICES, INC.",Hotel/Motel,7 days,"Beer, Wine, & Liquor",700 ALICEANNA STREET,21202,"700 ALICEANNA STREET
21202
(39.28305761100006, -76.60243581599997)",39.283057611,-76.602435816
144,LBD7,BWL,291,05/01/2015,04/30/2016,2015,$1320.00,785,Renewed,ADAM,SAVAGE,BALTIMORE SOUNDSTAGE,"IGUANA CANTINA, LLC",Tavern,7 days,"Beer, Wine, & Liquor",600 PRATT STREET EAST,21202,"600 PRATT STREET EAST
21202
(39.28676795900003, -76.60777203299995)",39.286767959,-76.607772033
145,LBD7,BWL,291,05/01/2015,04/30/2016,2015,$1320.00,785,Renewed,CHERYL ANN,ADAMS,BALTIMORE SOUNDSTAGE,"IGUANA CANTINA, LLC",Tavern,7 days,"Beer, Wine, & Liquor",600 PRATT STREET EAST,21202,"600 PRATT STREET EAST
21202
(39.28676795900003, -76.60777203299995)",39.286767959,-76.607772033
146,LBD7,BWL,315,05/26/2015,04/30/2016,2015,$200.00,T0858,Transferred,JAMES G.,TRUJILLO,BALTIMORE SPORTS BAR,"SECOND CHANCE OPERATING VENTURES, LLC",Tavern,7 days,"Beer, Wine, & Liquor",1400 WARNER STREET,21230,"1400 WARNER STREET
21230
(39.27479344600005, -76.62497905799995)",39.274793446,-76.624979058
147,LBD7,BWL,315,05/26/2015,04/30/2016,2015,$200.00,T0858,Transferred,WILLIAM T.,HOTALING,BALTIMORE SPORTS BAR,"SECOND CHANCE OPERATING VENTURES, LLC",Tavern,7 days,"Beer, Wine, & Liquor",1400 WARNER STREET,21230,"1400 WARNER STREET
21230
(39.27479344600005, -76.62497905799995)",39.274793446,-76.624979058
148,LBD7,BWL,213,05/01/2015,04/30/2016,2015,$1320.00,614,Renewed,JOHN C.,"BATES, JR",BALTIMORE TAPHOUSE,"JCB ENTERPRISES, INC.",Tavern,7 days,"Beer, Wine, & Liquor",600 POTOMAC STREET SOUTH,21224,"600 POTOMAC STREET SOUTH
21224
(39.285198551000065, -76.57433627199998)",39.285198551,-76.574336272
149,LBD7,BWL,213,05/01/2015,04/30/2016,2015,$1320.00,614,Renewed,KRISTEN B.,VOJIK BATES,BALTIMORE TAPHOUSE,"JCB ENTERPRISES, INC.",Tavern,7 days,"Beer, Wine, & Liquor",600 POTOMAC STREET SOUTH,21224,"600 POTOMAC STREET SOUTH
21224
(39.285198551000065, -76.57433627199998)",39.285198551,-76.574336272
150,LC,BWL,14,05/01/2015,04/30/2016,2015,$550.00,281,Renewed,ALVIN,PAYNE,BALTIMORE VETERANS ASSOCIATION,"BALTIMORE VETERANS ASSOCIATION, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",6401 BECKLEY STREET,21224,"6401 BECKLEY STREET
21224
(39.267573248000076, -76.53541910599995)",39.267573248,-76.535419106
151,LC,BWL,14,05/01/2015,04/30/2016,2015,$550.00,281,Renewed,CHRISTOPHER,KIRHAGIS,BALTIMORE VETERANS ASSOCIATION,"BALTIMORE VETERANS ASSOCIATION, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",6401 BECKLEY STREET,21224,"6401 BECKLEY STREET
21224
(39.267573248000076, -76.53541910599995)",39.267573248,-76.535419106
