,ward,sect,block,lot,propertyAddress,lotSize,cityTax,stateTax,resCode,amountDue,asOfDate,Latitude,Longitude
36429,8,40,1102 ,080 ,1800 N BETHEL ST                 ,14-2X73          ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31093859504119,-76.59625645746871
110842,13,70,3407 ,111 ,2471 WOODBROOK AVE               ,18X72-1          ,$1557.86,$77.62,PRINCIPAL RESIDENCE      ,,03/25/2015,39.311683362298425,-76.64255092678303
87699,16,200,2442C,024A,NS 10FT AL 1ST S OF BELMONT AV   ,19X2             ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
204561,26,200,6172 ,781 ,1000 HORNERS LANE U# CO-OP       ,639 SF IMP. ONLY ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30394547310618,-76.55065081038578
12159,18,70,0233 ,028 ,1238 W LOMBARD ST                ,12-6X75-6        ,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,03/25/2015,39.286588543227765,-76.63777229365564
213668,26,10,6629B,015 ,507 SAVAGE ST                    ,16X85            ,$2670.62,$133.06,PRINCIPAL RESIDENCE      ,,03/25/2015,39.286671295245185,-76.5520750766027
109849,13,40,3389 ,001F,3610 MALDEN AVE                  ,13X70            ,$2334.93,$116.33,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33202635523321,-76.65083078341314
61032,1,140,1750 ,096 ,108 S CURLEY ST                  ,13X60            ,$6020.14,$299.94,PRINCIPAL RESIDENCE      ,,03/25/2015,39.290838030551754,-76.57541578690825
186603,27,30,5619 ,007 ,3008 CHRISTOPHER AVE             ,42X150           ,$2677.37,$133.39,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35775521793005,-76.55520566430914
69844,1,90,1896 ,018 ,1206 S POTOMAC ST                ,16X59            ,$5397.45,$268.91,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27879820557382,-76.57392625239385
650,15,140,0010 ,039 ,1610 PRESBURY ST                 ,12X55            ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30803761504501,-76.64444140064933
154606,27,200,4605 ,037 ,4935 DENMORE AVE                 ,14-8X110         ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.345524246547825,-76.67329152688166
147138,27,230,4306A,010 ,4003 W STRATHMORE AVE            ,50X173-2         ,$4131.82,$205.86,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35472836162569,-76.69781990346496
222671,25,50,7463 ,029 ,2429 WESTPORT ST                 ,15X86            ,$2263.74,$112.78,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.261647285195124,-76.63672869876962
70325,1,90,1902E,163 ,2702 LIGHTHOUSE POINT EAST U# 718,1044 SQ FT       ,$3934.00,$196.00,PRINCIPAL RESIDENCE      ,,03/25/2015,39.2783967949772,-76.5776505590253
217269,25,60,7057 ,026 ,3426 7TH ST                      ,19X95            ,$989.12,$49.28,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.2389455665857,-76.59923086531137
111148,13,60,3411 ,007 ,2522 DRUID HILL AVE              ,13-11X114        ,$732.11,$36.48,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31386871307171,-76.64172224198705
184353,27,40,5545 ,024 ,3128 ORLANDO AVE                 ,50X150           ,$3019.06,$150.42,PRINCIPAL RESIDENCE      ,,03/25/2015,39.36577749433701,-76.54412156505737
6551,20,10,0119 ,050 ,1930 LAURETTA AVE                ,14X74-7          ,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29447795109763,-76.64842165253646
26607,22,40,0685B,035 ,714 MELVIN DR                    ,12X62            ,$15.74,$0.78,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.284708559053854,-76.62618119260713
9128,20,140,0174 ,029 ,109 N BENTALOU ST                ,14X70            ,$382.16,$19.04,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28977274491734,-76.65292522351945
233769,25,10,8146 ,027 ,4753 - 4755 MELBOURNE ROAD       ,54-9X154-11      ,$2142.34,$106.74,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
81363,20,170,2281 ,407 ,220 DENISON ST                   ,19-6X90          ,$2007.46,$100.02,PRINCIPAL RESIDENCE      ,,03/25/2015,39.29035317456044,-76.674890620405
236291,28,30,8311 ,031 ,5535 BELLEVILLE AVE              ,30X155           ,$2776.28,$138.32,PRINCIPAL RESIDENCE      ,$54.66,03/25/2015,39.33397393964668,-76.70815923456024
232528,28,50,8127A,030 ,51 N ATHOL AVE                   ,38-6X97          ,$2591.94,$129.14,PRINCIPAL RESIDENCE      ,$12.81,03/25/2015,39.28682281302349,-76.6887649751227
107962,15,320,3327D,005 ,2510 DRUID PARK DR               ,18-4X80          ,$524.53,$26.13,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.328421401227786,-76.65601385245651
10551,19,140,0197 ,026 ,1430 W BALTIMORE ST              ,16X95            ,$1319.58,$65.74,NOT A PRINCIPAL RESIDENCE,$1518.64,03/25/2015,39.28847785157268,-76.64061150101918
45596,8,180,1468 ,018 ,1635 N WOLFE ST                  ,13-10X70         ,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.47,03/25/2015,39.309422253535274,-76.5915151201259
89563,16,60,2489 ,015 ,3932 EDMONDSON AVE               ,16-4X100         ,$1919.79,$95.65,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29386838342026,-76.68223106770881
153579,27,200,4579 ,036 ,3500 W GARRISON AVE              ,20-6X120         ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.34559534335148,-76.67660626696482
205674,26,180,6235B,010 ,SES B&O RR R/W SWC I-95 R/W      ,3.779 ACRES      ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
185949,27,40,5603H,036 ,3608 BELLEVALE AVE               ,35-2X125         ,$2675.12,$133.28,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.35668643573149,-76.54376025343214
52784,7,190,1613 ,050 ,835 N LINWOOD AVE                ,16-6X70          ,$809.28,$40.32,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30091278919497,-76.57673515620172
78411,20,210,2198 ,012 ,3136 LEEDS ST                    ,40X200           ,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28277845746095,-76.66909099145528
196740,26,210,5953G,010B,5311 BARBARA AVE                 ,0.182 ACRES      ,$2477.30,$123.42,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.33186434776252,-76.54628826748876
75863,20,50,2123B,027E,508 S LONGWOOD ST                ,14X85            ,$1645.54,$81.98,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27874925367621,-76.66654549457809
209565,26,170,6345A,019 ,437 HORNEL ST                    ,14X92            ,$1838.86,$91.62,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28821327912061,-76.5399455055798
193412,27,10,5864K,015 ,3301 CEDARHURST ROAD             ,37-8X122-9       ,$2866.20,$142.80,PRINCIPAL RESIDENCE      ,,03/25/2015,39.34043092265006,-76.56440511640221
77019,20,230,2155 ,023 ,2344 W LEXINGTON ST              ,15X100           ,$809.28,$40.32,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29032753309025,-76.65431219305248
152111,27,210,4527 ,012 ,5402 - 5402 1/2 PARK HEIGHTS AVE ,49-8X148-7       ,$4189.53,$208.73,NOT A PRINCIPAL RESIDENCE,$4797.44,03/25/2015,51.671692890000486,5.60834203300044
122507,12,180,3732 ,137 ,3601 GREENWAY U# P-1029          ,189 SQ FT        ,$53.95,$2.69,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.33193894113032,-76.61566004017789
75838,20,50,2123B,007 ,3033 FREDERICK AVE               ,13-5X100         ,$834.01,$41.55,NOT A PRINCIPAL RESIDENCE,$989.17,03/25/2015,39.28017351899382,-76.66754434549432
134265,9,140,4028A,017 ,2116 HARFORD ROAD                ,13X80            ,$112.40,$5.60,PRINCIPAL RESIDENCE      ,$131.57,03/25/2015,39.314491101484236,-76.59768305382909
212106,26,40,6474 ,001 ,3601 DILLON ST                   ,1.263 ACRES      ,$205531.65,$10240.01,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28153368153528,-76.56628859714027
178166,27,70,5337 ,010 ,4300 MAINFIELD AVE               ,112-9X164        ,$3246.11,$161.73,PRINCIPAL RESIDENCE      ,,03/25/2015,39.344067346631846,-76.57991353028439
212740,26,30,6554 ,005 ,4809 EASTERN AVE                 ,13X90            ,$1773.67,$88.37,NOT A PRINCIPAL RESIDENCE,$9.17,03/25/2015,39.2870734001184,-76.5554084641285
104376,15,180,3206 ,037 ,2019 WALBROOK AVE                ,14X73            ,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31076260131408,-76.65082961789176
55235,7,180,1660 ,026 ,2933 MCELDERRY ST                ,14X70            ,$1029.58,$51.30,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29798267026513,-76.5754099593014
90514,16,60,2509A,004 ,706 N AUGUSTA AVE                ,20X100           ,$1906.30,$94.98,PRINCIPAL RESIDENCE      ,,03/25/2015,39.295798485013165,-76.68510640713419
130004,9,240,3970F,148 ,1519 UPSHIRE ROAD                ,20X99-6          ,$2999.57,$149.44,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33382358828908,-76.59385082315617
144605,27,230,4205 ,006R,7240 PARK HEIGHTS AVE U# 207     ,1820.42 S. F.    ,$1798.40,$89.60,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.36964818811447,-76.70871052526974
177517,27,290,5288A,078 ,1709 WADSWORTH WAY               ,19X100           ,$2252.50,$112.22,PRINCIPAL RESIDENCE      ,,03/25/2015,39.36067601178962,-76.58034593871332
34929,23,110,1014 ,046 ,1610 PATAPSCO ST                 ,12X60            ,$5653.72,$281.68,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27108945351654,-76.61304577843913
218415,25,60,7095A,070 ,3959 BROOKLYN AVE                ,18X100           ,$1800.65,$89.71,PRINCIPAL RESIDENCE      ,,03/25/2015,39.23097806968326,-76.60245586024894
18287,14,100,0337 ,053 ,604 PITCHER ST                   ,13X70-3          ,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.09,03/25/2015,39.30287319434353,-76.63449018817084
129820,9,230,3970E,032 ,1663 SHADYSIDE ROAD              ,20X100           ,$2693.10,$134.18,PRINCIPAL RESIDENCE      ,,03/25/2015,39.338483338236585,-76.58903256230212
188266,27,30,5691 ,064 ,NWS FAIRWOOD AVE                 ,30X160           ,$213.56,$10.64,NOT A PRINCIPAL RESIDENCE,,03/25/2015,,
223604,25,40,7474 ,006H,2316 WINDER ST                   ,18X100           ,$2816.74,$140.34,PRINCIPAL RESIDENCE      ,,03/25/2015,39.26325034562802,-76.6446474775982
221160,25,80,7257 ,070 ,1101 INNER CIR                   ,30-9X125         ,$2805.50,$139.78,PRINCIPAL RESIDENCE      ,,03/25/2015,39.23036617096312,-76.59424360385844
26186,4,110,0649 ,014 ,10 S CALVERT ST                  ,26-9X158-4       ,$17110.27,$852.47,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28914802636143,-76.61229634909643
218523,25,60,7095C,023 ,3736 BROOKLYN AVE                ,18X100           ,$1463.45,$72.91,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.2340433881929,-76.6008894004247
118571,13,120,3642 ,010 ,2923 KESWICK ROAD                ,14X90            ,$2889.42,$143.96,PRINCIPAL RESIDENCE      ,,03/25/2015,39.322727833823535,-76.62790499781659
165733,27,660,5081 ,020 ,6213 PINEHURST ROAD              ,75X150           ,$8353.57,$416.19,PRINCIPAL RESIDENCE      ,,03/25/2015,39.3706843357146,-76.61546539900814
227246,25,20,7755 ,072B,1607 INVERNESS AVE               ,14-1X108-3       ,$2430.09,$121.07,PRINCIPAL RESIDENCE      ,,03/25/2015,39.26331426674113,-76.66149296392837
129932,9,240,3970F,076 ,1521 E 36TH ST                   ,20X100           ,$3223.63,$160.61,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33253452255127,-76.59332867048096
110462,15,170,3400 ,059 ,2001 N FULTON AVE                ,14X56            ,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.311033002272325,-76.64645541978098
188098,27,30,5689 ,017 ,NES WHITE AV 59-6 FT             ,30X175           ,$229.30,$11.42,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
110635,13,60,3404 ,027 ,2552 WOODBROOK AVE               ,0.761 ACRES      ,$5060.25,$252.11,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31295727625837,-76.6441698341697
32536,23,50,0948 ,025 ,62 W WEST ST                     ,14X47            ,$361.93,$18.03,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.275537079473736,-76.61685120212047
107125,27,200,3301 ,180F,3311 ROYCE AVE                   ,18X87            ,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,03/25/2015,39.34131322142912,-76.67010382862799
67312,1,120,1859 ,024A,733 S STREEPER ST                ,0.027 ACRES      ,$7243.06,$360.86,PRINCIPAL RESIDENCE      ,,03/25/2015,39.2833728724612,-76.57628526585154
208307,26,160,6312 ,049 ,3706 CHESTLE PL                  ,12X70            ,$2654.89,$132.27,NOT A PRINCIPAL RESIDENCE,$3124.69,03/25/2015,39.28817831347948,-76.5662617901487
114063,13,30,3525B,006 ,1520 CLIPPER ROAD                ,59-6X136         ,$27053.17,$1347.84,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.327307163695764,-76.63959283623961
122502,12,180,3732 ,132 ,3601 GREENWAY U# P-1024          ,180 SQ FT        ,$53.95,$2.69,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.33193894113032,-76.61566004017789
155688,27,180,4626A,004 ,3106 SUMTER AVE                  ,17X75            ,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.34220717632121,-76.66731007659797
24709,17,50,0540 ,072 ,505 BRUNE ST                     ,0.033 ACRES      ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29508285579027,-76.63075469487245
151113,27,220,4493 ,148 ,5818 PIMLICO ROAD                ,0.180 ACRES      ,$7542.04,$375.76,PRINCIPAL RESIDENCE      ,,03/25/2015,39.36215281729977,-76.67337541294415
198023,26,220,6019B,012 ,4707 BAYONNE AVE                 ,80X100           ,$2481.79,$123.65,PRINCIPAL RESIDENCE      ,,03/25/2015,39.340643047539686,-76.53568669408486
35305,23,110,1022 ,042 ,1725 S CHARLES ST                ,14X100           ,$6029.14,$300.38,PRINCIPAL RESIDENCE      ,,03/25/2015,39.26997288494175,-76.61387562875643
4255,16,120,0076 ,072 ,928 WHATCOAT ST                  ,11-2X47          ,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,03/25/2015,39.29969831682496,-76.64086558467818
101051,15,270,3085 ,189 ,2327 KOKO LANE                   ,27X88-6          ,$2180.56,$108.64,PRINCIPAL RESIDENCE      ,,03/25/2015,39.314142610594104,-76.66338576883737
235072,28,20,8248A,005B,4403 BELLE AVE                   ,36-8X145         ,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.3334436283219,-76.68999926135604
165671,27,660,5080 ,003A,6231 BELLONA AVE                 ,90X125-4         ,$8052.34,$401.18,PRINCIPAL RESIDENCE      ,,03/25/2015,39.37023393814684,-76.61816851016783
14002,19,120,0263 ,046 ,234 S STRICKER ST                ,15-6X74          ,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28464795194253,-76.64077583953258
127769,9,150,3941C,023 ,2012 E 30TH ST                   ,24-11X135        ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.32540853028053,-76.58696026710186
195923,26,400,5930 ,066 ,4256 SHELDON AVE                 ,19-6X87-6        ,$2332.68,$116.22,PRINCIPAL RESIDENCE      ,,03/25/2015,39.32767430202853,-76.56335265150284
191052,27,20,5786B,041 ,3607 GIBBONS AVE                 ,33-6X120         ,$2875.19,$143.25,PRINCIPAL RESIDENCE      ,,03/25/2015,39.3449403212399,-76.55669403330216
39835,10,130,1174 ,084 ,1224 E CHASE ST                  ,14X100           ,$2071.91,$103.23,PRINCIPAL RESIDENCE      ,,03/25/2015,39.303008394822655,-76.60071224207553
210426,26,110,6429 ,022 ,3316 FOSTER AVE                  ,13X74            ,$6791.21,$338.35,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28450808937794,-76.56929214301721
108997,15,340,3349A,026 ,2549 W COLD SPRING LANE          ,14-1X123-5       ,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.34079456531805,-76.66422960541115
234441,28,20,8212A,053 ,5630 BELLE AVE                   ,32X115           ,$2034.44,$101.36,PRINCIPAL RESIDENCE      ,,03/25/2015,39.339997349599116,-76.70337477292662
5051,16,150,0092 ,040 ,1002 W LANVALE ST                ,62-6X114-4       ,$809.28,$40.32,NOT A PRINCIPAL RESIDENCE,$949.14,03/25/2015,39.298047939461924,-76.63417200083637
134430,9,50,4041A,029 ,658 BARTLETT AVE                 ,14-8X97-1        ,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31635476835896,-76.60655382979462
59337,6,160,1728 ,026 ,30 N KENWOOD AVE                 ,13-6X75          ,$3376.50,$168.22,PRINCIPAL RESIDENCE      ,,03/25/2015,39.293047857273905,-76.57767573104934
161177,27,160,4893 ,040 ,200 LONGWOOD ROAD                ,0.379 ACRES      ,$11296.20,$562.80,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35655240077375,-76.63878862739244
212018,26,50,6471 ,026 ,1000 - 1016 S HIGHLAND AVE       ,99-6X102         ,$5545.82,$276.30,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.231907735754476,-76.60621740420902
231476,28,50,8035 ,036 ,507 WESTGATE ROAD                ,46X120           ,$3255.10,$162.18,PRINCIPAL RESIDENCE      ,,03/25/2015,39.287946374726516,-76.70864642159427
93704,28,50,2550A,007L,4368 OLD FREDERICK ROAD          ,0.041 ACRES      ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28784299136203,-76.68817904972258
96463,15,250,2848 ,002 ,2902 CHELSEA TERR                ,50X145           ,$3254.36,$162.14,PRINCIPAL RESIDENCE      ,,03/25/2015,39.32034900650251,-76.68188607428209
92847,25,10,2530C,488 ,545 LUCIA AVE                    ,16X139-10        ,$2553.73,$127.23,PRINCIPAL RESIDENCE      ,,03/25/2015,39.274931008360454,-76.69239557149763
44345,8,30,1449 ,115 ,2001 E NORTH AVE                 ,16X80            ,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31230341966818,-76.59024936481552
16379,14,50,0298 ,102 ,501 SANFORD PL                   ,31-10X64-5       ,$1124.00,$56.00,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30962854991873,-76.64037839674484
181954,27,330,5433 ,018 ,6221 BIRCHWOOD AVE               ,50X125           ,$2888.68,$143.92,PRINCIPAL RESIDENCE      ,,03/25/2015,39.36180423557812,-76.56317199569025
187185,27,40,5658 ,012 ,6419 ROSEMONT AVE                ,50X140-10        ,$3347.27,$166.77,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.35353370311901,-76.53438480761196
119370,12,20,3658 ,043 ,2912 WYMAN PKWY                  ,21X108           ,$4035.16,$201.04,PRINCIPAL RESIDENCE      ,,03/25/2015,39.32358099456832,-76.62049578475188
72550,24,70,1935 ,058 ,406 E RANDALL ST                 ,15X80            ,$4646.62,$231.50,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27182839316691,-76.6079221509857
149957,27,230,4426 ,056 ,5521 RUBIN AVE                   ,18X110           ,$2364.90,$117.82,PRINCIPAL RESIDENCE      ,,03/25/2015,39.34968282410415,-76.6890505278588
172258,27,590,5210C,053 ,1305 LIMIT AVE                   ,18X121           ,$2439.08,$121.52,PRINCIPAL RESIDENCE      ,,03/25/2015,39.37190346927076,-76.5903402754825
55601,6,40,1669 ,035 ,426 N COLLINGTON AVE             ,12X67            ,$1871.84,$93.26,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.296198258843674,-76.58653601732254
118354,12,30,3637 ,025 ,19 W 27TH ST                     ,15X90            ,$6463.00,$322.00,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.32058327629824,-76.6179094946267
165660,27,660,5076C,027 ,447 SCHWARTZ AVE                 ,0.061 ACRES      ,$58.45,$2.91,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.37219368409234,-76.61143852536685
149748,28,10,4420 ,032 ,5517 NOME AVE                    ,29-4X97-8        ,$1872.58,$93.30,PRINCIPAL RESIDENCE      ,,03/25/2015,39.34707438907287,-76.692124005018
132887,9,70,4003 ,013 ,924 E NORTH AVE                  ,14-4X90          ,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31170783824723,-76.60538131619398
200123,26,260,6069 ,051 ,4808 ABERDEEN AVE                ,18X112-6         ,$2434.58,$121.30,PRINCIPAL RESIDENCE      ,,03/25/2015,39.31962638415138,-76.55098298397672
198690,26,220,6042J,138 ,4916 ANNTANA AVE                 ,77-5X150-5       ,$2648.14,$131.94,PRINCIPAL RESIDENCE      ,,03/25/2015,39.331294408711074,-76.5402462100937
191553,27,20,5804 ,105 ,5000 ROSS ROAD                   ,0.143 ACRES      ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.34524685336066,-76.56269879491265
33080,24,20,0966 ,159 ,1211 LIGHT ST U# 214             ,760 SQ FT        ,$4878.16,$243.04,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27554523812336,-76.61209587942051
234231,28,20,8200 ,024 ,5300 WABASH AVE                  ,45-11X130-3      ,$2926.90,$145.82,PRINCIPAL RESIDENCE      ,,03/25/2015,39.34270368752624,-76.68955170204862
107859,15,320,3327B,007 ,3501 - 3503 PARK HEIGHTS AVE     ,0.528 ACRES      ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
61696,1,20,1757 ,017 ,214 S COLLINGTON AVE             ,16X123           ,$8086.06,$402.86,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28881818381325,-76.58607563638071
225524,25,50,7644 ,064 ,2873 BOOKERT DR                  ,14X85            ,$2241.26,$111.66,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.24615780653863,-76.62721034797835
149999,27,230,4426A,047 ,5512 PRICE AVE                   ,25X85            ,$2396.37,$119.39,PRINCIPAL RESIDENCE      ,,03/25/2015,39.349056939127536,-76.68947943972358
8566,20,160,0163 ,002 ,1802 W LEXINGTON ST              ,16X100           ,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.37,03/25/2015,39.29062823670483,-76.64588198416544
